video,frame,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
Assault018_x264.mp4,0,0.0,0.0,0.36597633361816406,0.0,0.0,0.37225303053855896,0.0,0.0,0.16761019825935364,0.0,0.0,0.45657044649124146,0.0,0.0,0.08869098126888275,151.26914978027344,63.18910217285156,0.9073150157928467,145.2636260986328,63.423126220703125,0.8532668352127075,152.31422424316406,70.95500183105469,0.8187985420227051,141.57015991210938,70.91574096679688,0.5801602005958557,146.3935089111328,71.28509521484375,0.7714366912841797,140.8218231201172,71.1326904296875,0.5743834376335144,155.2685546875,80.9700927734375,0.9773424863815308,151.73260498046875,81.08045196533203,0.9710710644721985,155.25775146484375,97.8858871459961,0.9763407111167908,152.51759338378906,97.88442993164062,0.9668971300125122,159.0684051513672,114.64848327636719,0.9632323980331421,156.31016540527344,113.88565826416016,0.952183723449707
Assault018_x264.mp4,1,0.0,0.0,0.38705793023109436,0.0,0.0,0.3979082703590393,0.0,0.0,0.17913898825645447,0.0,0.0,0.4692448675632477,0.0,0.0,0.08653608709573746,151.58462524414062,62.75382995605469,0.9137958884239197,143.98863220214844,63.277862548828125,0.8598964214324951,153.18304443359375,70.60364532470703,0.8328655958175659,140.62747192382812,70.96610260009766,0.5941568613052368,147.07388305664062,71.14814758300781,0.7883567214012146,140.6063232421875,71.1905517578125,0.5900804400444031,155.6038360595703,80.95111083984375,0.9792807698249817,151.01959228515625,81.18582153320312,0.9732471704483032,155.6813201904297,98.16598510742188,0.9773504734039307,152.0492706298828,98.2191162109375,0.9679843187332153,159.4778594970703,114.97148132324219,0.9635883569717407,156.1987762451172,114.26988220214844,0.952250599861145
Assault018_x264.mp4,2,0.0,0.0,0.3997526466846466,0.0,0.0,0.41271886229515076,0.0,0.0,0.18736568093299866,0.0,0.0,0.4785805642604828,0.0,0.0,0.08764180541038513,151.8606719970703,62.84065246582031,0.9163839221000671,143.85206604003906,63.420867919921875,0.8622711896896362,153.41798400878906,70.59840393066406,0.8357846140861511,140.5797576904297,71.02230834960938,0.5944697856903076,147.1695556640625,71.00142669677734,0.7916626930236816,140.73707580566406,71.07730102539062,0.591081440448761,155.66134643554688,81.04448699951172,0.9794775247573853,150.78392028808594,81.2981948852539,0.9733160138130188,155.800048828125,98.19369506835938,0.9773972630500793,151.91127014160156,98.25473022460938,0.9678766131401062,159.57284545898438,114.98637390136719,0.963674008846283,156.15821838378906,114.31925201416016,0.9521535634994507
Assault018_x264.mp4,3,0.0,0.0,0.40152227878570557,0.0,0.0,0.4146808087825775,0.0,0.0,0.18872064352035522,0.0,0.0,0.47923046350479126,0.0,0.0,0.08788464218378067,151.90618896484375,62.839385986328125,0.9167415499687195,143.80258178710938,63.43256378173828,0.8628429770469666,153.46995544433594,70.58028411865234,0.836394190788269,140.56175231933594,71.02336120605469,0.5957575440406799,147.20663452148438,70.9575424194336,0.7924839854240417,140.78500366210938,71.04158020019531,0.5923648476600647,155.68333435058594,81.04534149169922,0.9795337915420532,150.74037170410156,81.30475616455078,0.9733913540840149,155.82568359375,98.18060302734375,0.9773968458175659,151.87982177734375,98.24325561523438,0.9678857922554016,159.584228515625,114.9625473022461,0.9636420607566833,156.14292907714844,114.30140686035156,0.9521226286888123
Assault018_x264.mp4,4,0.0,0.0,0.4243285059928894,0.0,0.0,0.4418887794017792,0.0,0.0,0.20355671644210815,0.0,0.0,0.4982600212097168,0.0,0.0,0.08950650691986084,152.44271850585938,63.03959655761719,0.9229124784469604,143.49517822265625,63.84552764892578,0.8695361018180847,154.31024169921875,70.65147399902344,0.8447105288505554,140.67613220214844,71.39916229248047,0.601388156414032,148.00001525878906,71.19773864746094,0.8021567463874817,141.31423950195312,71.44041442871094,0.598686695098877,156.02206420898438,81.12261199951172,0.9805922508239746,150.49305725097656,81.46694946289062,0.974453330039978,156.196533203125,98.1743392944336,0.9784368872642517,151.76364135742188,98.27835083007812,0.9690563082695007,159.89251708984375,114.89872741699219,0.9656221866607666,156.21728515625,114.31807708740234,0.9543586373329163
Assault018_x264.mp4,5,0.0,0.0,0.43117696046829224,0.0,0.0,0.44915571808815,0.0,0.0,0.20745235681533813,147.24380493164062,58.29084014892578,0.5043820142745972,0.0,0.0,0.09049093723297119,152.45358276367188,63.14306640625,0.9249348640441895,143.4784698486328,63.96063232421875,0.8720987439155579,154.2911376953125,70.69963073730469,0.847066342830658,140.64903259277344,71.46371459960938,0.6031585335731506,147.91268920898438,71.13157653808594,0.8045476675033569,141.28616333007812,71.38829803466797,0.6004523634910583,156.03665161132812,81.21914672851562,0.9808048605918884,150.4799041748047,81.56858825683594,0.9746508002281189,156.2362518310547,98.20686340332031,0.9785078763961792,151.76983642578125,98.31674194335938,0.9690617918968201,159.94346618652344,114.87892150878906,0.9656862020492554,156.244384765625,114.30282592773438,0.9543314576148987
Assault018_x264.mp4,6,0.0,0.0,0.18624331057071686,0.0,0.0,0.16041474044322968,0.0,0.0,0.08474690467119217,0.0,0.0,0.27376994490623474,0.0,0.0,0.08584342896938324,147.59600830078125,64.11571502685547,0.843310534954071,138.84054565429688,65.18914031982422,0.7108689546585083,150.91860961914062,70.26937103271484,0.797608494758606,136.37939453125,73.08988189697266,0.5066298246383667,145.9773406982422,72.85380554199219,0.7332776188850403,135.9427490234375,78.197509765625,0.5010201930999756,152.82522583007812,81.61384582519531,0.9686505794525146,147.27610778808594,82.490234375,0.9526390433311462,159.9588165283203,99.18878173828125,0.9741284847259521,153.2566680908203,99.78950500488281,0.9584242105484009,168.65621948242188,116.49429321289062,0.9651534557342529,161.51402282714844,116.30276489257812,0.9497319459915161
Assault018_x264.mp4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assault018_x264.mp4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assault018_x264.mp4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
